Driver Substance Abuse,Person ID,Injury Severity
NONE DETECTED,BE96BE47-2161-4AEA-B4C1-43BFCCE9637F,NO APPARENT INJURY
NONE DETECTED,D79AF407-CF5C-4107-A23C-F0B1FEA7AA38,NO APPARENT INJURY
N/A,03B7DE02-A25B-4A2D-B106-74E9F1A9A75E,NO APPARENT INJURY
N/A,BABC392B-398C-4C6C-90F4-7697B5458A3C,NO APPARENT INJURY
NONE DETECTED,C85A75ED-4EC7-4F7B-99E8-81A2535142C2,NO APPARENT INJURY
NONE DETECTED,31BD654C-51F5-4D0F-8C31-F65EACC82A33,NO APPARENT INJURY
NONE DETECTED,7D431B22-0542-4FD3-9B08-16A1B5FB2BE7,NO APPARENT INJURY
NONE DETECTED,D3E6DAAE-9C30-4FC6-B791-4B21F2B35246,NO APPARENT INJURY
NONE DETECTED,4707B10D-05AC-4A49-8CD9-4B6D6A4A14A9,NO APPARENT INJURY
NONE DETECTED,FD62E077-4D95-4333-93AC-CC636FC1656E,NO APPARENT INJURY
NONE DETECTED,0965257F-211F-44A7-91FE-BC56D0475D6B,NO APPARENT INJURY
N/A,CD753E65-5D5F-48B6-977F-6586AD4B0BC4,NO APPARENT INJURY
NONE DETECTED,3B43B415-9A39-48C6-B212-C537AB0AC7B0,NO APPARENT INJURY
NONE DETECTED,4D456A89-55D3-49D7-8D4B-A658538E0189,NO APPARENT INJURY
NONE DETECTED,A1F52CF4-B19F-42A9-9385-2F5CDC09C91C,NO APPARENT INJURY
NONE DETECTED,874573C7-3CB2-4F2C-965A-37D7451157F9,NO APPARENT INJURY
NONE DETECTED,2B205246-A166-4845-B6CF-DD858A0FDB44,NO APPARENT INJURY
UNKNOWN,1F0F5D3E-346F-4F1E-BF16-9BAA13CF2C6D,NO APPARENT INJURY
NONE DETECTED,D2335072-EEB8-4C8A-B6E7-77C542D2C5DE,NO APPARENT INJURY
N/A,557FC46D-DB8A-4E39-8814-E90755ACF146,NO APPARENT INJURY
NONE DETECTED,A5E5B690-5D59-4BFD-A156-754C19E087A0,NO APPARENT INJURY
NONE DETECTED,8B31E6D3-BE96-49A6-809B-2D8200C928C6,NO APPARENT INJURY
NONE DETECTED,781037E9-9351-477F-B4B4-2CB3C9D35A0F,NO APPARENT INJURY
NONE DETECTED,563DC5ED-6F44-4C6A-A718-204262C0C4A5,NO APPARENT INJURY
UNKNOWN,64959F6A-AA70-4FF5-9727-8BE37644367B,NO APPARENT INJURY
UNKNOWN,49514FEB-D094-4A2B-AB61-D8D727A4AB2C,NO APPARENT INJURY
NONE DETECTED,40CB6B69-B48C-44DE-A890-9B88C46E2669,NO APPARENT INJURY
NONE DETECTED,9EF4B19D-1D78-4244-B395-2A2046C2E92C,NO APPARENT INJURY
NONE DETECTED,5448131E-2150-4335-8087-D2F4F55ACD50,NO APPARENT INJURY
NONE DETECTED,7536455E-4745-423A-ABB7-57D52589CC11,NO APPARENT INJURY
UNKNOWN,0BE15A72-2137-444E-805D-9232B1BA0365,NO APPARENT INJURY
N/A,9DB80BCA-9309-4B99-B217-605A83E6880D,NO APPARENT INJURY
NONE DETECTED,959A4D93-ABFD-43C6-939F-E6EC31206C1E,NO APPARENT INJURY
NONE DETECTED,387F3BF9-7875-45F0-BD4C-6361F3818AD0,NO APPARENT INJURY
NONE DETECTED,D7459153-1AC1-47C2-82C5-BCD98FE75A94,NO APPARENT INJURY
NONE DETECTED,737243FF-F5B2-4E5F-A8C6-1EBDE503C8ED,NO APPARENT INJURY
NONE DETECTED,678719DA-509B-49D3-8D27-E534CC70C48A,NO APPARENT INJURY
NONE DETECTED,8729A634-826E-48D1-AF5A-20F5EFE286D0,NO APPARENT INJURY
NONE DETECTED,E30879E4-0D31-463A-8B12-8C73E1B29E3A,NO APPARENT INJURY
NONE DETECTED,A26DDB54-4D10-4A35-8D9E-C13BCFB5DDF6,SUSPECTED MINOR INJURY
UNKNOWN,C48957D7-6AE4-475F-B311-7D4673A93CB8,POSSIBLE INJURY
NONE DETECTED,1AB3834B-F988-4999-81A8-CD499E0D4724,NO APPARENT INJURY
NONE DETECTED,AF09CB5A-C596-4870-9F28-FA2B5E6BC4D7,NO APPARENT INJURY
NONE DETECTED,B28F9D8B-AEFB-40A4-B5C7-32AC8C4453B3,POSSIBLE INJURY
NONE DETECTED,EA1A39CB-498F-4670-A751-18B9CB775F88,NO APPARENT INJURY
NONE DETECTED,A0F7A41F-C298-4FB4-8CC5-1CC3DB7381AD,NO APPARENT INJURY
NONE DETECTED,B14475A8-ADD9-4982-8D54-397FB5E27D37,NO APPARENT INJURY
N/A,1593711D-33FE-4380-A6F5-881349573A3C,NO APPARENT INJURY
N/A,D1E31C28-7425-4160-AEE2-CD8668624363,NO APPARENT INJURY
NONE DETECTED,869AA315-6C2D-4E88-A9DF-C5D8C1AAFE1A,NO APPARENT INJURY
NONE DETECTED,745BF56E-DD02-4351-B52F-09245682B2E6,NO APPARENT INJURY
NONE DETECTED,FFCEFB5E-0F97-4634-A2F8-F4ADE48F5917,NO APPARENT INJURY
NONE DETECTED,CFE713F8-D171-4D01-B7C4-CB9455C0F242,NO APPARENT INJURY
NONE DETECTED,1ABD97CF-9619-4AFA-B193-570506BCE6AF,POSSIBLE INJURY
NONE DETECTED,4E9116D1-AC6D-459E-AF57-D9F642DC4C00,POSSIBLE INJURY
NONE DETECTED,C94C1792-665F-428B-A8E8-FEDD890E644F,POSSIBLE INJURY
NONE DETECTED,D7F8B610-497E-4DF6-9B0E-A21EB65475F8,NO APPARENT INJURY
NONE DETECTED,ACDEF87C-4C12-4F4F-849E-2BDEA7258CF1,NO APPARENT INJURY
NONE DETECTED,5385EA0D-E6B1-49C9-81D3-FFCB3B05B3CC,NO APPARENT INJURY
NONE DETECTED,DF569CD7-330C-4A28-A49C-94B1B89633D6,POSSIBLE INJURY
NONE DETECTED,5D99086C-9C97-4238-B4EF-37423D661366,NO APPARENT INJURY
NONE DETECTED,3D69EC0D-4AA9-4E83-ADBF-66A160A6BF8D,POSSIBLE INJURY
NONE DETECTED,C4404D70-E51C-4723-B0E6-4106C23B8104,POSSIBLE INJURY
N/A,4928C9A6-354F-4E7F-BBAD-EAC46AF51AF3,NO APPARENT INJURY
NONE DETECTED,BDBE2FFF-F0A3-453A-B01D-2F01B437C4E5,NO APPARENT INJURY
NONE DETECTED,6BF7DBCC-49C3-45D0-9201-2CEE7D008353,NO APPARENT INJURY
NONE DETECTED,3047FE49-EE6C-4B10-8FA7-D53F7C7E41B3,NO APPARENT INJURY
NONE DETECTED,E42BF1BF-CE90-47A2-B136-8D0D8623278C,NO APPARENT INJURY
NONE DETECTED,C77D787A-0A01-42E8-952A-8562C9639AFF,NO APPARENT INJURY
NONE DETECTED,9538FDF0-40E2-4858-88A6-EA3E57467D03,NO APPARENT INJURY
NONE DETECTED,AA9179E3-3C3A-4493-8405-52C5F94A0E8D,NO APPARENT INJURY
N/A,C961A196-5C0F-4369-89B2-914C5CF6D809,NO APPARENT INJURY
N/A,2092DB16-F678-409B-AA6A-E8EF6E685463,POSSIBLE INJURY
UNKNOWN,5FDE3884-D6B5-4429-8EF3-63009A1E6534,NO APPARENT INJURY
NONE DETECTED,736B22E3-A910-4922-BF36-39380253EA8D,NO APPARENT INJURY
NONE DETECTED,C2C6EAB4-4EBC-4EE3-AF04-ECFB16ACC163,NO APPARENT INJURY
NONE DETECTED,9D3FF748-B1AE-4661-A93D-4A231B2B0051,NO APPARENT INJURY
ALCOHOL CONTRIBUTED,F15EF7EF-27BB-4A22-9574-0497FA387C9C,NO APPARENT INJURY
ILLEGAL DRUG CONTRIBUTED,71FDDCD4-51E2-4AB8-9E47-A39130DDECAD,NO APPARENT INJURY
N/A,3BCD503E-C448-4FAB-9582-8261E314E1B9,NO APPARENT INJURY
N/A,2F6F075D-EF43-47F7-A540-51E9A94B05BE,NO APPARENT INJURY
N/A,923BC57A-2EC7-403D-B1A3-FCABFFCEB426,NO APPARENT INJURY
N/A,7026B8C7-8C32-4F13-96FD-355E435D4AC6,POSSIBLE INJURY
N/A,876CECF8-4770-4800-B582-F9AECE0295F6,NO APPARENT INJURY
UNKNOWN,B9C1D2BA-444F-4C3E-840E-49896194B64E,NO APPARENT INJURY
N/A,D0981B0D-598C-4AA9-812B-E81099B5450B,NO APPARENT INJURY
N/A,17315533-8E50-4317-A36A-AD2BC42CE6D8,NO APPARENT INJURY
NONE DETECTED,47EB2DB2-29C2-4D3F-AEE4-F36B332E1772,NO APPARENT INJURY
UNKNOWN,1A9CDB9B-0DD9-4B32-A7A9-7FCAB3D5A76D,NO APPARENT INJURY
NONE DETECTED,5246BA8A-3ABD-437F-9595-F687AB26D874,NO APPARENT INJURY
NONE DETECTED,3BCDC455-A070-4EF3-BF20-0C66EB0FAC23,SUSPECTED MINOR INJURY
NONE DETECTED,702BA8C8-ADD2-46F1-A914-44B5AC172685,NO APPARENT INJURY
NONE DETECTED,C08AB29E-437D-42F9-933E-6AB65A40CD40,NO APPARENT INJURY
ALCOHOL PRESENT,9BA607EB-A25C-4586-AB83-B2D5872AB278,NO APPARENT INJURY
NONE DETECTED,2D7DC400-8820-4A80-9415-B91B8B66670F,NO APPARENT INJURY
NONE DETECTED,1176DA12-96B2-4857-B8E1-660AED02A9FF,POSSIBLE INJURY
NONE DETECTED,A14950D0-B285-4C0F-8699-BDFF5D7617CA,SUSPECTED MINOR INJURY
N/A,AFFFBD8F-C01C-4C2C-B12C-CDC0B26C248A,NO APPARENT INJURY
UNKNOWN,ED510097-B015-4FA5-844A-BF887626C33D,NO APPARENT INJURY
NONE DETECTED,C8004800-0A52-4175-BC08-64A287A60B36,NO APPARENT INJURY
NONE DETECTED,969C978A-6224-44AA-BD1D-C81DFC54940C,NO APPARENT INJURY
NONE DETECTED,B3E829DF-73E9-472C-BA3C-8220D00DD1D1,POSSIBLE INJURY
NONE DETECTED,031D4CF3-01B8-4514-A892-44ABE4C06BA2,POSSIBLE INJURY
NONE DETECTED,273895A3-78AC-4FD5-AB8E-D4077E9220D7,NO APPARENT INJURY
NONE DETECTED,3EDD5E44-CD68-4175-AA56-465D180D1F76,POSSIBLE INJURY
NONE DETECTED,D9EFE2F7-DC43-4649-8A77-87AD9BBD04B6,NO APPARENT INJURY
NONE DETECTED,FA8A15E1-3118-4EC0-A845-30ADF2D2502C,POSSIBLE INJURY
NONE DETECTED,DF93978B-0371-474D-8FCF-18345BB61A5A,NO APPARENT INJURY
N/A,5352B409-FA4C-4E71-B955-4AA1480A3C9D,NO APPARENT INJURY
N/A,0E95F37D-E3AC-4E73-9491-1F8484889D1E,NO APPARENT INJURY
NONE DETECTED,88FA8685-5E80-473B-9345-900411FD3FA4,NO APPARENT INJURY
NONE DETECTED,950656A1-0910-48E2-81D7-38A94C593653,SUSPECTED MINOR INJURY
N/A,FD5B49BE-0D2F-4B64-BBBE-4A7FEB69118D,NO APPARENT INJURY
N/A,D872BCB2-EB6B-4903-9100-A07F9559EC39,NO APPARENT INJURY
NONE DETECTED,44F8148A-18BC-404D-89A6-97362F82B9DF,NO APPARENT INJURY
NONE DETECTED,C48BD98A-67C7-47C3-8861-9C538042DAA7,NO APPARENT INJURY
NONE DETECTED,E81007D7-F097-4013-B535-8B37FB23E48C,NO APPARENT INJURY
NONE DETECTED,866F872F-E136-4967-B701-63F66E129414,NO APPARENT INJURY
NONE DETECTED,38BC10D1-608E-48D3-A68B-17DD6DB8590D,NO APPARENT INJURY
NONE DETECTED,C32A84DC-F193-4C40-8F37-7563B8BAC0F1,NO APPARENT INJURY
NONE DETECTED,54276775-E55B-4B11-8543-BD431B94B445,POSSIBLE INJURY
NONE DETECTED,0A096476-0D3B-4A50-8451-F2E392881582,NO APPARENT INJURY
UNKNOWN,5DCAF5F5-7AA1-4368-8EDA-34AA1EFE5DF3,NO APPARENT INJURY
UNKNOWN,9ACC5A7E-47A1-438F-BF0E-40B0A8632055,NO APPARENT INJURY
UNKNOWN,B0773ABA-8BB4-4C2F-A35F-224C1C889F71,NO APPARENT INJURY
NONE DETECTED,07174475-27A6-45B3-90BE-EBD251463575,NO APPARENT INJURY
NONE DETECTED,26F8F7ED-FFC5-4E9A-91FC-11B2B23DC822,POSSIBLE INJURY
NONE DETECTED,EB1E3ABC-8A55-411E-967F-311B0475BA8A,NO APPARENT INJURY
NONE DETECTED,C3C4E658-DE91-469B-A9C6-1C8C9D2B8AEF,NO APPARENT INJURY
NONE DETECTED,EB063DCF-D48C-4706-8F0B-E69D7150F840,NO APPARENT INJURY
NONE DETECTED,827CFE8E-1021-4970-BE37-1080139D8387,POSSIBLE INJURY
NONE DETECTED,FDCC8DDC-726A-4CB6-AB72-11612C0A2E3E,NO APPARENT INJURY
NONE DETECTED,D053CBF6-6D79-4E85-A26A-A13032533C44,NO APPARENT INJURY
N/A,DDD24E65-7904-4158-8CC0-FAF0C5C09A3D,NO APPARENT INJURY
NONE DETECTED,8087822D-DCAD-46E7-AB64-61D790440237,NO APPARENT INJURY
NONE DETECTED,5B10065E-D3E5-48AA-9179-5503A8465E1D,SUSPECTED MINOR INJURY
NONE DETECTED,75757A72-98F2-4710-A454-14072C97124E,SUSPECTED MINOR INJURY
NONE DETECTED,11FF5638-0F40-4D33-836E-278CACA10665,SUSPECTED MINOR INJURY
NONE DETECTED,25BD2482-3F6E-425E-B169-D5A4EACB2D5B,NO APPARENT INJURY
NONE DETECTED,C3C23E67-5CD1-4056-AE59-23AC2397904A,NO APPARENT INJURY
NONE DETECTED,8C245017-DC2F-4823-8AFC-E1AD6AC9B631,NO APPARENT INJURY
ALCOHOL PRESENT,AA62640D-7DB8-4F40-8BAD-198864AB831A,NO APPARENT INJURY
NONE DETECTED,1DF14DE4-D2DA-4582-8436-ED2ABE5E280A,NO APPARENT INJURY
NONE DETECTED,D7283FE6-0660-4C74-88B4-F19DB6389546,NO APPARENT INJURY
N/A,952F7172-818D-415E-AE18-B0C426803543,NO APPARENT INJURY
N/A,F8F703DD-B289-4915-8056-C938CA2AAFAF,POSSIBLE INJURY
NONE DETECTED,02030D00-04A1-4811-85FD-F91F58E2B27F,NO APPARENT INJURY
UNKNOWN,A0B87125-0FD3-47F8-9E0B-74EA7E887526,NO APPARENT INJURY
NONE DETECTED,7E0EC8B6-1412-4B74-A561-6035BE705BCC,NO APPARENT INJURY
NONE DETECTED,AE3D8E48-E3C1-40A1-8E30-1AEEED4200CB,SUSPECTED MINOR INJURY
NONE DETECTED,B2F13921-5245-4F49-9A9B-2433D293DEFF,NO APPARENT INJURY
NONE DETECTED,B8C62BBE-EE92-42AA-9DA9-6F3AD16A53CD,SUSPECTED MINOR INJURY
NONE DETECTED,28BBC3AA-24CB-4895-8728-CC9273127C32,NO APPARENT INJURY
N/A,D2D4F0BD-D736-4A33-9A36-D8CB3271FB03,NO APPARENT INJURY
N/A,9B2E7827-C878-42EC-B117-3174FAB53CD5,NO APPARENT INJURY
NONE DETECTED,821094A5-73EF-4FEE-AA26-4C3C805587BC,SUSPECTED MINOR INJURY
N/A,AD6AA635-ABF5-4280-A001-60B6E3C45FA2,NO APPARENT INJURY
UNKNOWN,5964AC27-E710-4D69-B324-A00293897D1B,NO APPARENT INJURY
NONE DETECTED,FB8C9909-28B1-4CB7-B073-2F91F39ED5D9,NO APPARENT INJURY
NONE DETECTED,717036CB-C8A8-4979-8461-48B86D8C6CDB,NO APPARENT INJURY
NONE DETECTED,D269EF45-4AB7-4A65-A287-C63F36C28801,NO APPARENT INJURY
N/A,004EEE50-35DC-470F-A631-E143BAC2B864,NO APPARENT INJURY
N/A,5FF9DFA1-AC5E-43A8-955C-9F84B997554D,NO APPARENT INJURY
NONE DETECTED,627FFF08-D7BB-4115-8368-D04F9628891E,NO APPARENT INJURY
ALCOHOL PRESENT,547793DB-86BC-4B9A-86F9-A909C09AB00C,NO APPARENT INJURY
ALCOHOL PRESENT,0EA0DF28-7A17-4267-B375-F41BF80745B8,NO APPARENT INJURY
NONE DETECTED,4656F1BB-2EA7-4698-8343-493813FAA1FA,POSSIBLE INJURY
NONE DETECTED,4FC9D53C-0514-48CA-B7F4-D1884F2214C7,NO APPARENT INJURY
NONE DETECTED,822D02C6-359E-4894-9B3B-DE663E6C6167,POSSIBLE INJURY
NONE DETECTED,66DEEA37-A494-4E18-88CA-30425E1925E4,NO APPARENT INJURY
UNKNOWN,F35E2F8A-A82F-4C30-B771-DE3D1C55592E,NO APPARENT INJURY
UNKNOWN,C61ECDF8-023C-4225-901F-A015DE1B8C19,NO APPARENT INJURY
NONE DETECTED,B96B7A46-C608-4B36-8084-8EC04DAC5DEB,NO APPARENT INJURY
NONE DETECTED,9233B789-CAD8-49DE-87D1-8FF79B3195BB,NO APPARENT INJURY
NONE DETECTED,FFBCD534-D11E-43AC-9A30-ACB062DC511C,NO APPARENT INJURY
NONE DETECTED,F7835C32-82DD-4F6C-86A9-5710DFFE9231,NO APPARENT INJURY
NONE DETECTED,E20D35A3-0718-432A-9DA1-16E2C5AD0225,NO APPARENT INJURY
NONE DETECTED,7A229D9F-F75E-48E3-B3A6-9D601C7DD054,NO APPARENT INJURY
NONE DETECTED,2FF9A1BB-AB9A-486F-B078-C98957A33A6E,NO APPARENT INJURY
NONE DETECTED,A1A8C88C-4BFE-4B9A-9831-F95281B27AFB,NO APPARENT INJURY
NONE DETECTED,F5686F50-0102-4C30-8652-5119E1BC6B2A,NO APPARENT INJURY
N/A,AF32264B-40A5-47E1-8B39-EA712643F1FB,NO APPARENT INJURY
N/A,EF230722-7448-48B7-950B-CA852A7F236D,NO APPARENT INJURY
NONE DETECTED,C922A76F-DCA3-4DFE-B11A-326290524CA8,NO APPARENT INJURY
NONE DETECTED,AF81E8C7-3052-4F99-BAF5-6A96147EFD96,NO APPARENT INJURY
UNKNOWN,4F262F11-F160-407B-A9B7-73BF2CCE5C97,NO APPARENT INJURY
NONE DETECTED,104FB6E5-9125-4922-98AD-A3F667586712,NO APPARENT INJURY
NONE DETECTED,1CCE9C42-B7B5-42A1-BECB-5EA8C73A2DAC,NO APPARENT INJURY
NONE DETECTED,72824E9F-C0F8-4F98-9B4B-7508C01C1A36,SUSPECTED MINOR INJURY
UNKNOWN,227B6338-81ED-41BD-BBA8-ACD36AD17DC6,NO APPARENT INJURY
NONE DETECTED,1E6ED479-2DBE-4F61-92D6-E1C799977D6E,NO APPARENT INJURY
NONE DETECTED,402CF2EA-F24A-46A5-8E6E-DE5C9449CD47,SUSPECTED MINOR INJURY
NONE DETECTED,E7EF513D-DB99-4939-86F1-28B05397748C,POSSIBLE INJURY
NONE DETECTED,38784971-846B-4669-8094-1AC448FA5AAE,POSSIBLE INJURY
NONE DETECTED,133C887C-F450-459D-866C-F133110E8B78,SUSPECTED MINOR INJURY
NONE DETECTED,4D898EE0-58C2-425B-B73A-9D4593378336,NO APPARENT INJURY
NONE DETECTED,024847FD-F2A3-4189-AA6D-856F3DDB816B,NO APPARENT INJURY
NONE DETECTED,A8E0F802-68E3-4626-BAE5-F8659B5B6928,NO APPARENT INJURY
NONE DETECTED,FE7BF160-7F2D-4819-8444-72408441474A,NO APPARENT INJURY
NONE DETECTED,F76E1CBC-5DA7-4405-8592-360E5EF2438B,NO APPARENT INJURY
NONE DETECTED,5B679219-546F-4511-B963-52C7CA898224,NO APPARENT INJURY
NONE DETECTED,95710C54-6A4D-4A50-B924-A0B0E1574D95,NO APPARENT INJURY
NONE DETECTED,1A80EA4C-CA0C-4720-BCF7-DA52A5CEE3E0,NO APPARENT INJURY
NONE DETECTED,EB003177-5FD5-40CB-8A13-9555BB494EF1,NO APPARENT INJURY
NONE DETECTED,34D09525-20CD-4D3F-BED6-258B7F9F64A0,NO APPARENT INJURY
NONE DETECTED,5020E3E9-6574-491C-9B05-68F8F75D049E,NO APPARENT INJURY
NONE DETECTED,F3BFEB87-FCD9-45C2-972E-18317ECBB7FC,NO APPARENT INJURY
NONE DETECTED,61472B03-6398-42C9-9CD4-1976F8106C6F,NO APPARENT INJURY
NONE DETECTED,A8936DC6-78A2-441A-A7E9-56BF4AA29819,SUSPECTED MINOR INJURY
NONE DETECTED,2EEB576F-6C73-4106-A9AF-B0C7814F40A4,NO APPARENT INJURY
UNKNOWN,85AAE923-68D6-4491-8860-6D61F340C56C,NO APPARENT INJURY
N/A,0785B8FF-58CE-4E73-AE44-6BF293F58F30,NO APPARENT INJURY
NONE DETECTED,86153C75-F302-4A3B-A8F5-9D18CF51A44C,NO APPARENT INJURY
N/A,44FDD2BB-ED25-4A22-81E3-009B0BFA2A2F,FATAL INJURY
ALCOHOL CONTRIBUTED,E3D5BF99-3FB3-4618-B425-B569C6AF13AF,NO APPARENT INJURY
NONE DETECTED,E8B75691-3F1B-4211-9F9B-B3EAB8B59D6A,NO APPARENT INJURY
NONE DETECTED,F45D851F-8F6E-442A-9CEB-8E74843CBA34,NO APPARENT INJURY
NONE DETECTED,31A3E1E7-E194-4093-8E0C-69A4911C3185,POSSIBLE INJURY
N/A,0F8600D4-B1D5-4C5B-A130-66A2433EB80F,NO APPARENT INJURY
N/A,43F6AB08-F89F-4BBC-8AF9-027231387E19,NO APPARENT INJURY
ALCOHOL PRESENT,C4221BE7-A6CF-4C09-B967-87B5E1ABF521,NO APPARENT INJURY
NONE DETECTED,DF30C44D-5E55-4726-84AF-6D56B234CF88,NO APPARENT INJURY
NONE DETECTED,467E215A-C1D4-4E95-B26B-76C54C2834EA,POSSIBLE INJURY
NONE DETECTED,AF6E0C76-4DB6-4178-A588-27D0C3DC4AB4,NO APPARENT INJURY
NONE DETECTED,8F98EF32-84B2-43C9-B0EF-C3F586B0319B,NO APPARENT INJURY
NONE DETECTED,21EB98FF-C8C3-43FF-B719-DAF0E87EA81D,POSSIBLE INJURY
NONE DETECTED,4873495C-A113-4667-B914-4E2BA07B923D,NO APPARENT INJURY
NONE DETECTED,62A3736A-6831-4E03-86FE-C4CBE7874478,NO APPARENT INJURY
N/A,73CDC138-EA14-4416-A4E8-6C5D60863EF8,NO APPARENT INJURY
NONE DETECTED,3B0AF003-0185-4441-B8A4-5693E3C6BD89,NO APPARENT INJURY
NONE DETECTED,E74DB2B6-B2F9-465B-8DA0-3290C977F96F,NO APPARENT INJURY
N/A,5B69B97E-3EE3-47C7-836B-4CE3CBF71143,NO APPARENT INJURY
NONE DETECTED,B18744EE-8687-40F7-8801-E658421510DD,NO APPARENT INJURY
NONE DETECTED,97C3A771-66B0-4AEE-A24C-4E1647FCD3DA,NO APPARENT INJURY
NONE DETECTED,61592091-B900-46F0-BD02-41ED2D71F118,NO APPARENT INJURY
NONE DETECTED,25A076EE-8354-40A8-8FCF-F2AD7A9F9E52,NO APPARENT INJURY
NONE DETECTED,1F4B76A3-29DA-48EC-AAAE-A7AA0924A9F4,NO APPARENT INJURY
NONE DETECTED,CA496F99-58D7-4F30-B883-312D06098225,NO APPARENT INJURY
NONE DETECTED,098E6FC9-3D48-446B-BAB4-C89084A2F83F,NO APPARENT INJURY
NONE DETECTED,42394778-78CC-4A0D-82E0-BC0A7950299F,NO APPARENT INJURY
NONE DETECTED,D02918D1-0AA3-4F2D-AD36-8D1462ACE9F5,NO APPARENT INJURY
NONE DETECTED,65B96F5F-2A91-4AF8-B98C-3A84B5DEB2B7,NO APPARENT INJURY
NONE DETECTED,BBB9C53A-0BD1-49B5-BDF7-B0854B221976,NO APPARENT INJURY
N/A,60D90842-0AAC-4754-BE9D-8B463D8472BB,NO APPARENT INJURY
NONE DETECTED,36C69505-4EF2-4C3A-9924-C11834B2E54C,NO APPARENT INJURY
NONE DETECTED,172F4894-1C79-42E1-934F-1CB566D23E11,NO APPARENT INJURY
NONE DETECTED,8D7B1872-95B4-4AEC-98CD-025E9F3BF30B,POSSIBLE INJURY
N/A,8F0F7D03-A76E-47F5-9DF7-3FF975480B5C,NO APPARENT INJURY
NONE DETECTED,B9E65D3C-6090-4264-92A3-6EB385BFFD2A,NO APPARENT INJURY
NONE DETECTED,25AC3B50-8486-4C3C-A897-A4058C04E53E,POSSIBLE INJURY
N/A,AA79E27E-679F-4DB0-B0AB-D5491B3D9A93,NO APPARENT INJURY
N/A,C6998EE8-4DA8-410F-A86B-F6EC7B1F9E52,NO APPARENT INJURY
UNKNOWN,BB40C9A2-64DC-426A-A6CE-8169FFB19D7C,NO APPARENT INJURY
NONE DETECTED,3E922668-BD82-45AD-AFAA-FBDE034EA80C,NO APPARENT INJURY
NONE DETECTED,F16EB3F7-A518-4AA5-B4C7-1EFCCE236908,POSSIBLE INJURY
NONE DETECTED,21A1A0DB-960F-4527-A5C9-F307DF8F3BAD,NO APPARENT INJURY
UNKNOWN,608791BA-D634-4772-9554-F2043D391C15,NO APPARENT INJURY
NONE DETECTED,4536C108-7383-4220-9C23-792F270BDC67,NO APPARENT INJURY
NONE DETECTED,59F18013-0792-4D80-A129-C501D72EDAC3,SUSPECTED MINOR INJURY
N/A,658A4997-20B4-4EA8-A1A8-4CBFCFE9A69F,NO APPARENT INJURY
NONE DETECTED,B6FBC743-3ED9-4235-BCA9-FDABB0346702,NO APPARENT INJURY
ALCOHOL PRESENT,4C5233C2-6F44-494E-9CFE-48F4CB489FD7,NO APPARENT INJURY
NONE DETECTED,248286E6-F2B2-4D19-AD72-1E3E5E18825B,NO APPARENT INJURY
ALCOHOL PRESENT,41F85EE7-3B71-4F8F-8244-C8746251E11D,NO APPARENT INJURY
NONE DETECTED,94BC4366-C43A-4F33-A808-F038EBAB47DC,NO APPARENT INJURY
UNKNOWN,C9B109FD-674D-4F2D-8D5D-9AAD6D3E4FD3,NO APPARENT INJURY
NONE DETECTED,8F6FD4BE-18BA-49C3-8B04-5EC5818CAA39,POSSIBLE INJURY
UNKNOWN,8955063C-F69F-4D91-9D71-A2AA8F823695,NO APPARENT INJURY
NONE DETECTED,B473C25A-D7D1-47B7-A729-3880D02CEF29,POSSIBLE INJURY
NONE DETECTED,1F1F0FA5-4770-426B-AFE5-B35E293C3C9B,NO APPARENT INJURY
NONE DETECTED,D05B618C-F35B-4440-BBE5-63E1E593A735,NO APPARENT INJURY
N/A,3C7F6951-1701-44DC-9824-88DF4E32352E,NO APPARENT INJURY
N/A,6C7C3121-776D-43C6-8BA7-EDF784F9C6C5,NO APPARENT INJURY
UNKNOWN,D5CBF706-DB75-4895-B825-3EC51F34B81D,NO APPARENT INJURY
NONE DETECTED,4D18DD39-8B79-4644-BCE0-2392AB0691E5,NO APPARENT INJURY
N/A,D358F432-13CA-49EE-8C98-840C4F556FE7,NO APPARENT INJURY
N/A,1DAAA5BF-E5A3-40B9-93D8-4B4425577E94,NO APPARENT INJURY
NONE DETECTED,08CF9FC8-A039-43F8-87F9-936A0C01C426,POSSIBLE INJURY
NONE DETECTED,B3B698BF-FAA0-43C6-8172-722E1D0E0B8E,NO APPARENT INJURY
NONE DETECTED,1FCEC26F-72FC-43E7-BDEF-6B29140D5B2F,POSSIBLE INJURY
NONE DETECTED,76B9AF87-FC1D-4A4B-A442-426239BE7D07,NO APPARENT INJURY
NONE DETECTED,5705D30D-1F2B-49B7-AD61-90A063FF9CAB,NO APPARENT INJURY
NONE DETECTED,BABB4B10-5182-40DF-A76F-A0180715718B,NO APPARENT INJURY
NONE DETECTED,38DA153E-0C3C-47CC-A499-D9A33172E273,NO APPARENT INJURY
NONE DETECTED,E5B76C31-0A54-4E4B-89EB-1C7959863E76,NO APPARENT INJURY
NONE DETECTED,C7636D9F-3E4C-41AF-A867-2141F78F8C15,NO APPARENT INJURY
NONE DETECTED,B3C7C921-33CD-4F9E-9A63-B82A7471927C,NO APPARENT INJURY
NONE DETECTED,5E161A42-EE3E-4681-A5D2-A4484A537F1D,NO APPARENT INJURY
NONE DETECTED,2390D9D5-9C01-449B-9B45-C318D97F2A86,NO APPARENT INJURY
